# tileset_grassland_exp.txt

# grassland
[tileset]
img=images/tilesets/grassland.png

tile=16,0,0,64,128,32,112
tile=17,64,0,64,128,32,112
tile=18,128,0,64,128,32,112
tile=19,192,0,64,128,32,112
tile=20,256,0,64,128,32,112
tile=21,320,0,64,128,32,112
tile=22,384,0,64,128,32,112
tile=23,448,0,64,128,32,112
tile=24,512,0,64,128,32,112
tile=25,576,0,64,128,32,112
tile=26,640,0,64,128,32,112
tile=27,704,0,64,128,32,112
tile=28,768,0,64,128,32,112
tile=29,832,0,64,128,32,112
tile=30,896,0,64,128,32,112
tile=31,960,0,64,128,32,112
tile=32,0,128,64,128,32,112
tile=33,64,128,64,128,32,112
tile=34,128,128,64,128,32,112
tile=35,192,128,64,128,32,112
tile=36,256,128,64,128,32,112
tile=37,320,128,64,128,32,112
tile=38,384,128,64,128,32,112
tile=39,448,128,64,128,32,112
tile=40,512,128,64,128,32,112
tile=41,576,128,64,128,32,112
tile=42,640,128,64,128,32,112
tile=43,704,128,64,128,32,112
tile=44,768,128,64,128,32,112
tile=45,832,128,64,128,32,112
tile=46,896,128,64,128,32,112
tile=47,960,128,64,128,32,112
tile=48,0,256,64,128,32,112
tile=49,64,256,64,128,32,112
tile=50,128,256,64,128,32,112
tile=51,192,256,64,128,32,112
tile=52,256,256,64,128,32,112
tile=53,320,256,64,128,32,112
tile=54,384,256,64,128,32,112
tile=55,448,256,64,128,32,112
tile=56,512,256,64,128,32,112
tile=57,576,256,64,128,32,112
tile=58,640,256,64,128,32,112
tile=59,704,256,64,128,32,112
tile=60,768,256,64,128,32,112
tile=61,832,256,64,128,32,112
tile=62,896,256,64,128,32,112
tile=63,960,256,64,128,32,112
tile=64,0,384,64,128,32,112
tile=65,64,384,64,128,32,112
tile=66,128,384,64,128,32,112
tile=67,192,384,64,128,32,112
tile=68,256,384,64,128,32,112
tile=69,320,384,64,128,32,112
tile=70,384,384,64,128,32,112
tile=71,448,384,64,128,32,112
tile=72,512,384,64,128,32,112
tile=73,576,384,64,128,32,112
tile=74,640,384,64,128,32,112
tile=75,704,384,64,128,32,112
tile=76,768,384,64,128,32,112
tile=77,832,384,64,128,32,112
tile=78,896,384,64,128,32,112
tile=79,960,384,64,128,32,112
tile=80,0,512,64,128,32,112
tile=81,64,512,64,128,32,112
tile=82,128,512,64,128,32,112
tile=83,192,512,64,128,32,112
tile=84,256,512,64,128,32,112
tile=85,320,512,64,128,32,112
tile=86,384,512,64,128,32,112
tile=87,448,512,64,128,32,112
tile=88,512,512,64,128,32,112
tile=89,576,512,64,128,32,112
tile=90,640,512,64,128,32,112
tile=91,704,512,64,128,32,112
tile=92,768,512,64,128,32,112
tile=93,832,512,64,128,32,112
tile=94,896,512,64,128,32,112
tile=95,960,512,64,128,32,112
tile=96,0,640,64,128,32,112
tile=97,64,640,64,128,32,112
tile=98,128,640,64,128,32,112
tile=99,192,640,64,128,32,112
tile=100,256,640,64,128,32,112
tile=101,320,640,64,128,32,112
tile=102,384,640,64,128,32,112
tile=103,448,640,64,128,32,112
tile=104,512,640,64,128,32,112
tile=105,576,640,64,128,32,112
tile=106,640,640,64,128,32,112
tile=107,704,640,64,128,32,112
tile=108,768,640,64,128,32,112
tile=109,832,640,64,128,32,112
tile=110,896,640,64,128,32,112
tile=111,960,640,64,128,32,112
tile=112,0,768,64,128,32,112
tile=113,64,768,64,128,32,112
tile=114,128,768,64,128,32,112
tile=115,192,768,64,128,32,112
tile=116,256,768,64,128,32,112
tile=117,320,768,64,128,32,112
tile=118,384,768,64,128,32,112
tile=119,448,768,64,128,32,112
tile=120,512,768,64,128,32,112
tile=121,576,768,64,128,32,112
tile=122,640,768,64,128,32,112
tile=123,704,768,64,128,32,112
tile=124,768,768,64,128,32,112
tile=125,832,768,64,128,32,112
tile=126,896,768,64,128,32,112
tile=127,960,768,64,128,32,112
tile=128,0,896,64,128,32,112
tile=129,64,896,64,128,32,112
tile=130,128,896,64,128,32,112
tile=131,192,896,64,128,32,112
tile=132,256,896,64,128,32,112
tile=133,320,896,64,128,32,112
tile=134,384,896,64,128,32,112
tile=135,448,896,64,128,32,112
tile=136,512,896,64,128,32,112
tile=137,576,896,64,128,32,112
tile=138,640,896,64,128,32,112
tile=139,704,896,64,128,32,112
tile=140,768,896,64,128,32,112
tile=141,832,896,64,128,32,112
tile=142,896,896,64,128,32,112
tile=143,960,896,64,128,32,112


# water
[tileset]
img=images/tilesets/grassland_water.png

tile=144,0,0,64,64,32,16
tile=145,64,0,64,64,32,16
tile=146,128,0,64,64,32,16
tile=147,192,0,64,64,32,16
tile=148,256,0,64,64,32,16
tile=149,320,0,64,64,32,16
tile=150,384,0,64,64,32,16
tile=151,448,0,64,64,32,16
tile=152,512,0,64,64,32,16
tile=153,576,0,64,64,32,16
tile=154,640,0,64,64,32,16
